"Index", "Count", "Origin Account", "Destination Account", "Date", "Original Amount", "Origin Currency", "Converted Amount", "Destination Currency"
"234", "278", "00050-050-XC-99950", "00200-200-RI-99800", "8/15/09", "19764.00", "CAD", "19764.00", "USD"
"235", "279", "00050-050-XC-99950", "00200-200-RI-99800", "8/21/09", "3050.00", "CAD", "3050.00", "USD"
"236", "281", "00054-054-BY-99946", "00200-200-RI-99800", "7/4/10", "137028.74", "CAD", "137028.74", "USD"
"237", "282", "00055-055-CX-99945", "00327-327-OL-99673", "8/11/12", "1467.06", "CAD", "1467.06", "USD"
"238", "283", "00055-055-CX-99945", "00327-327-OL-99673", "8/21/12", "1467.06", "CAD", "1467.06", "USD"
"239", "284", "00056-056-DW-99944", "00200-200-RI-99800", "2/28/09", "3833.14", "CAD", "3833.14", "USD"
"240", "285", "00056-056-DW-99944", "00511-511-QJ-99489", "7/5/08", "13056.44", "CAD", "13056.44", "USD"
"241", "286", "00057-057-EV-99943", "00511-511-QJ-99489", "5/16/08", "73200.00", "CAD", "73200.00", "USD"
"242", "287", "00058-058-FU-99942", "00200-200-RI-99800", "3/15/09", "13420.00", "CAD", "13420.00", "USD"
"243", "288", "00059-059-GT-99941", "00200-200-RI-99800", "10/12/08", "5734.00", "CAD", "5734.00", "USD"
"244", "289", "00060-060-HS-99940", "00327-327-OL-99673", "12/20/10", "430000.00", "CAD", "430000.00", "USD"
"245", "290", "00061-061-IR-99939", "00511-511-QJ-99489", "7/6/08", "2420.09", "CAD", "2420.09", "USD"
"246", "291", "00062-062-JQ-99938", "00200-200-RI-99800", "7/27/09", "3163.79", "CAD", "3163.79", "USD"
"247", "292", "00063-063-KP-99937", "00200-200-RI-99800", "8/2/08", "1046.76", "CAD", "1046.76", "USD"
"248", "293", "00064-064-LO-99936", "00200-200-RI-99800", "4/24/09", "72075.67", "CAD", "72075.67", "USD"
"249", "294", "00064-064-LO-99936", "00200-200-RI-99800", "5/24/09", "11516.80", "CAD", "11516.80", "USD"
"250", "295", "00064-064-LO-99936", "00200-200-RI-99800", "1/22/10", "21978.30", "CAD", "21978.30", "USD"
"251", "296", "00065-065-MN-99935", "00200-200-RI-99800", "4/20/09", "112272.74", "CAD", "112272.74", "USD"
"252", "297", "00066-066-NM-99934", "00200-200-RI-99800", "11/8/08", "32724.06", "CAD", "32724.06", "USD"
"253", "298", "00066-066-NM-99934", "00200-200-RI-99800", "2/9/09", "14213.00", "CAD", "14213.00", "USD"
"254", "299", "00066-066-NM-99934", "00200-200-RI-99800", "5/9/09", "46067.20", "CAD", "46067.20", "USD"
"255", "301", "00066-066-NM-99934", "00200-200-RI-99800", "2/8/10", "4270.00", "CAD", "4270.00", "USD"
"256", "303", "00066-066-NM-99934", "00200-200-RI-99800", "2/23/10", "4270.00", "CAD", "4270.00", "USD"
"257", "305", "00066-066-NM-99934", "00200-200-RI-99800", "3/20/10", "11590.00", "CAD", "11590.00", "USD"
"258", "307", "00066-066-NM-99934", "00200-200-RI-99800", "4/16/10", "9250.35", "CAD", "9250.35", "USD"
"259", "309", "00066-066-NM-99934", "00200-200-RI-99800", "5/3/10", "4270.00", "CAD", "4270.00", "USD"
"260", "311", "00066-066-NM-99934", "00200-200-RI-99800", "6/20/10", "4270.00", "CAD", "4270.00", "USD"
"261", "312", "00067-067-OL-99933", "00200-200-RI-99800", "11/22/08", "16714.00", "CAD", "16714.00", "USD"
"262", "313", "00067-067-OL-99933", "00200-200-RI-99800", "12/8/09", "10451.33", "CAD", "10451.33", "USD"
"263", "314", "00067-067-OL-99933", "00200-200-RI-99800", "1/22/10", "10918.29", "CAD", "10918.29", "USD"
"264", "316", "00067-067-OL-99933", "00200-200-RI-99800", "7/17/10", "4270.00", "CAD", "4270.00", "USD"
"265", "318", "00067-067-OL-99933", "00200-200-RI-99800", "8/23/10", "4270.00", "CAD", "4270.00", "USD"
"266", "319", "00067-067-OL-99933", "00200-200-RI-99800", "9/11/10", "4270.00", "CAD", "4270.00", "USD"
"267", "320", "00067-067-OL-99933", "00511-511-QJ-99489", "1/15/08", "7744.56", "CAD", "7744.56", "USD"
"268", "321", "00067-067-OL-99933", "00511-511-QJ-99489", "5/18/08", "14270.77", "CAD", "14270.77", "USD"
"269", "322", "00067-067-OL-99933", "00511-511-QJ-99489", "10/14/08", "31230.78", "CAD", "31230.78", "USD"
"270", "323", "00068-068-PK-99932", "00200-200-RI-99800", "1/8/10", "4270.00", "CAD", "4270.00", "USD"
"271", "325", "00068-068-PK-99932", "00200-200-RI-99800", "5/18/10", "4270.00", "CAD", "4270.00", "USD"
"272", "326", "00069-069-QJ-99931", "00327-327-OL-99673", "1/25/11", "1273.50", "CAD", "1273.50", "USD"
"273", "327", "00070-070-RI-99930", "00531-531-KP-99469", "1/6/09", "5901.48", "EUR", "22658.14", "USD"
"274", "328", "00070-070-RI-99930", "00531-531-KP-99469", "9/26/09", "2469.00", "EUR", "10100.93", "USD"
"275", "329", "00071-071-SH-99929", "00531-531-KP-99469", "12/22/09", "912.85", "EUR", "3747.07", "USD"
"276", "331", "00071-071-SH-99929", "00531-531-KP-99469", "5/25/10", "382.65", "EUR", "1483.73", "USD"
"277", "332", "00071-071-SH-99929", "00531-531-KP-99469", "7/24/11", "405.00", "EUR", "1610.60", "USD"
"278", "333", "00071-071-SH-99929", "00531-531-KP-99469", "2/6/11", "1430.00", "EUR", "5580.29", "USD"
"279", "335", "00072-072-TG-99928", "00200-200-RI-99800", "3/13/10", "866221.02", "CAD", "866221.02", "USD"
"280", "337", "00072-072-TG-99928", "00200-200-RI-99800", "3/22/10", "122000.00", "CAD", "122000.00", "USD"
"281", "339", "00073-073-UF-99927", "00200-200-RI-99800", "5/15/10", "162260.00", "CAD", "162260.00", "USD"
"282", "340", "00074-074-VE-99926", "00200-200-RI-99800", "2/6/09", "134200.00", "CAD", "134200.00", "USD"
"283", "342", "00075-075-WD-99925", "00200-200-RI-99800", "5/14/10", "4481946.67", "CAD", "4481946.67", "USD"
"284", "343", "00076-076-XC-99924", "00200-200-RI-99800", "8/30/10", "26962.00", "CAD", "26962.00", "USD"
"285", "345", "00077-077-YB-99923", "00200-200-RI-99800", "4/19/10", "25400.00", "CAD", "25400.00", "USD"
"286", "346", "00078-078-ZA-99922", "00200-200-RI-99800", "10/9/10", "400.00", "CAD", "400.00", "USD"
"287", "348", "00079-079-AZ-99921", "00200-200-RI-99800", "4/16/10", "1451.80", "CAD", "1451.80", "USD"
"288", "349", "00080-080-BY-99920", "00200-200-RI-99800", "12/27/09", "790.25", "CAD", "790.25", "USD"
"289", "350", "00081-081-CX-99919", "00200-200-RI-99800", "5/12/09", "1920.15", "CAD", "1920.15", "USD"
"290", "351", "00081-081-CX-99919", "00200-200-RI-99800", "6/26/09", "14389.04", "CAD", "14389.04", "USD"
"291", "352", "00081-081-CX-99919", "00200-200-RI-99800", "11/2/10", "99.00", "CAD", "99.00", "USD"
"292", "353", "00082-082-DW-99918", "00511-511-QJ-99489", "5/25/08", "2606.53", "CAD", "2606.53", "USD"
"293", "355", "00082-082-DW-99918", "00511-511-QJ-99489", "12/21/09", "30245.22", "CAD", "30245.22", "USD"
"294", "356", "00083-083-EV-99917", "00200-200-RI-99800", "8/3/08", "292.80", "CAD", "292.80", "USD"
"295", "357", "00083-083-EV-99917", "00200-200-RI-99800", "5/10/09", "793.00", "CAD", "793.00", "USD"
"296", "358", "00083-083-EV-99917", "00200-200-RI-99800", "6/12/09", "793.00", "CAD", "793.00", "USD"
"297", "359", "00083-083-EV-99917", "00200-200-RI-99800", "6/16/09", "3904.00", "CAD", "3904.00", "USD"
"298", "360", "00083-083-EV-99917", "00200-200-RI-99800", "6/22/09", "7320.00", "CAD", "7320.00", "USD"
"299", "361", "00083-083-EV-99917", "00200-200-RI-99800", "7/12/09", "793.00", "CAD", "793.00", "USD"
"300", "362", "00083-083-EV-99917", "00200-200-RI-99800", "8/9/09", "793.00", "CAD", "793.00", "USD"
"301", "363", "00083-083-EV-99917", "00200-200-RI-99800", "9/11/09", "793.00", "CAD", "793.00", "USD"
"302", "364", "00083-083-EV-99917", "00200-200-RI-99800", "10/13/09", "793.00", "CAD", "793.00", "USD"
"303", "365", "00083-083-EV-99917", "00200-200-RI-99800", "11/9/09", "793.00", "CAD", "793.00", "USD"
"304", "366", "00083-083-EV-99917", "00200-200-RI-99800", "12/1/09", "793.00", "CAD", "793.00", "USD"
"305", "367", "00083-083-EV-99917", "00200-200-RI-99800", "12/21/09", "119.56", "CAD", "119.56", "USD"
"306", "368", "00083-083-EV-99917", "00200-200-RI-99800", "1/12/10", "793.00", "CAD", "793.00", "USD"
"307", "370", "00083-083-EV-99917", "00200-200-RI-99800", "2/21/10", "793.00", "CAD", "793.00", "USD"
"308", "372", "00083-083-EV-99917", "00200-200-RI-99800", "3/12/10", "793.00", "CAD", "793.00", "USD"
"309", "374", "00083-083-EV-99917", "00200-200-RI-99800", "4/9/10", "793.00", "CAD", "793.00", "USD"
"310", "376", "00083-083-EV-99917", "00200-200-RI-99800", "5/3/10", "644.20", "CAD", "644.20", "USD"
"311", "378", "00083-083-EV-99917", "00200-200-RI-99800", "5/11/10", "793.00", "CAD", "793.00", "USD"
"312", "380", "00083-083-EV-99917", "00200-200-RI-99800", "6/18/10", "793.00", "CAD", "793.00", "USD"
"313", "382", "00083-083-EV-99917", "00200-200-RI-99800", "7/10/10", "1004.63", "CAD", "1004.63", "USD"
"314", "384", "00083-083-EV-99917", "00200-200-RI-99800", "8/9/10", "793.00", "CAD", "793.00", "USD"
"315", "385", "00083-083-EV-99917", "00200-200-RI-99800", "11/8/10", "463.60", "CAD", "463.60", "USD"
"316", "386", "00083-083-EV-99917", "00200-200-RI-99800", "12/12/10", "793.00", "CAD", "793.00", "USD"
"317", "387", "00083-083-EV-99917", "00511-511-QJ-99489", "5/10/08", "793.00", "CAD", "793.00", "USD"
"318", "388", "00083-083-EV-99917", "00511-511-QJ-99489", "6/10/08", "793.00", "CAD", "793.00", "USD"
"319", "389", "00083-083-EV-99917", "00511-511-QJ-99489", "6/17/08", "3660.00", "CAD", "3660.00", "USD"
"320", "390", "00083-083-EV-99917", "00511-511-QJ-99489", "7/11/08", "793.00", "CAD", "793.00", "USD"
"321", "391", "00083-083-EV-99917", "00511-511-QJ-99489", "7/12/08", "793.00", "CAD", "793.00", "USD"
"322", "392", "00083-083-EV-99917", "00511-511-QJ-99489", "9/5/08", "573.40", "CAD", "573.40", "USD"
"323", "393", "00083-083-EV-99917", "00511-511-QJ-99489", "9/12/08", "793.00", "CAD", "793.00", "USD"
"324", "394", "00083-083-EV-99917", "00511-511-QJ-99489", "10/19/08", "793.00", "CAD", "793.00", "USD"
"325", "395", "00083-083-EV-99917", "00511-511-QJ-99489", "11/11/08", "3660.00", "CAD", "3660.00", "USD"
"326", "396", "00083-083-EV-99917", "00511-511-QJ-99489", "11/11/08", "793.00", "CAD", "793.00", "USD"
"327", "397", "00083-083-EV-99917", "00511-511-QJ-99489", "12/14/08", "793.00", "CAD", "793.00", "USD"
"328", "398", "00083-083-EV-99917", "00511-511-QJ-99489", "1/9/09", "793.00", "CAD", "793.00", "USD"
"329", "400", "00083-083-EV-99917", "00511-511-QJ-99489", "2/15/09", "793.00", "CAD", "793.00", "USD"
"330", "402", "00083-083-EV-99917", "00511-511-QJ-99489", "3/8/09", "2440.00", "CAD", "2440.00", "USD"
"331", "404", "00083-083-EV-99917", "00511-511-QJ-99489", "3/14/09", "793.00", "CAD", "793.00", "USD"
"332", "406", "00083-083-EV-99917", "00511-511-QJ-99489", "4/11/09", "793.00", "CAD", "793.00", "USD"
"333", "408", "00083-083-EV-99917", "00511-511-QJ-99489", "4/18/09", "2348.50", "CAD", "2348.50", "USD"
"334", "409", "00084-084-FU-99916", "00511-511-QJ-99489", "12/14/07", "1744.60", "CAD", "1744.60", "USD"
"335", "410", "00084-084-FU-99916", "00511-511-QJ-99489", "12/18/07", "396.50", "CAD", "396.50", "USD"
"336", "411", "00084-084-FU-99916", "00511-511-QJ-99489", "1/7/08", "2720.60", "CAD", "2720.60", "USD"
"337", "412", "00084-084-FU-99916", "00511-511-QJ-99489", "3/3/08", "2086.20", "CAD", "2086.20", "USD"
"338", "413", "00084-084-FU-99916", "00511-511-QJ-99489", "3/25/08", "793.00", "CAD", "793.00", "USD"
"339", "414", "00084-084-FU-99916", "00511-511-QJ-99489", "4/11/08", "793.00", "CAD", "793.00", "USD"
"340", "416", "00085-085-GT-99915", "00537-537-QJ-99463", "6/13/10", "442.90", "CAD", "442.90", "USD"
"341", "418", "00085-085-GT-99915", "00200-200-RI-99800", "7/3/10", "221.45", "CAD", "221.45", "USD"
"342", "420", "00086-086-HS-99914", "00511-511-QJ-99489", "8/7/10", "17.00", "CAD", "17.00", "USD"
"343", "421", "00086-086-HS-99914", "00511-511-QJ-99489", "8/7/10", "17.00", "CAD", "17.00", "USD"
"344", "422", "00087-087-IR-99913", "00511-511-QJ-99489", "7/28/08", "320.00", "CAD", "320.00", "USD"
"345", "423", "00087-087-IR-99913", "00511-511-QJ-99489", "9/6/08", "350.00", "CAD", "350.00", "USD"
"346", "424", "00087-087-IR-99913", "00511-511-QJ-99489", "11/1/08", "250.00", "CAD", "250.00", "USD"
"347", "425", "00087-087-IR-99913", "00511-511-QJ-99489", "1/9/09", "500.00", "CAD", "500.00", "USD"
"348", "427", "00087-087-IR-99913", "00511-511-QJ-99489", "3/7/09", "300.00", "CAD", "300.00", "USD"
"349", "429", "00087-087-IR-99913", "00511-511-QJ-99489", "4/25/09", "300.00", "CAD", "300.00", "USD"
"350", "431", "00087-087-IR-99913", "00511-511-QJ-99489", "5/31/09", "300.00", "CAD", "300.00", "USD"
"351", "433", "00087-087-IR-99913", "00511-511-QJ-99489", "11/16/09", "300.00", "CAD", "300.00", "USD"
"352", "434", "00088-088-JQ-99912", "00531-531-KP-99469", "12/26/10", "3.09", "EUR", "12.25", "USD"
"353", "436", "00089-089-KP-99911", "00200-200-RI-99800", "2/22/10", "210456.25", "CAD", "210456.25", "USD"
"354", "437", "00090-090-LO-99910", "00200-200-RI-99800", "9/2/08", "27712.30", "CAD", "27712.30", "USD"
"355", "438", "00090-090-LO-99910", "00200-200-RI-99800", "12/13/08", "2483.43", "CAD", "2483.43", "USD"
"356", "440", "00091-091-MN-99909", "00200-200-RI-99800", "3/26/10", "2626.03", "CAD", "2626.03", "USD"
"357", "441", "00092-092-NM-99908", "00200-200-RI-99800", "1/23/09", "116866.24", "CAD", "116866.24", "USD"
"358", "442", "00092-092-NM-99908", "00200-200-RI-99800", "7/14/09", "44255.74", "CAD", "44255.74", "USD"
"359", "443", "00092-092-NM-99908", "00511-511-QJ-99489", "1/25/08", "31954.24", "CAD", "31954.24", "USD"
"360", "444", "00093-093-OL-99907", "00200-200-RI-99800", "2/9/09", "1127.28", "CAD", "1127.28", "USD"
"361", "445", "00094-094-PK-99906", "00200-200-RI-99800", "2/7/09", "563.64", "CAD", "563.64", "USD"
"362", "446", "00095-095-QJ-99905", "00200-200-RI-99800", "11/22/09", "564.65", "CAD", "564.65", "USD"
"363", "447", "00096-096-RI-99904", "00200-200-RI-99800", "2/3/09", "563.64", "CAD", "563.64", "USD"
"364", "448", "00097-097-SH-99903", "00200-200-RI-99800", "11/7/09", "564.65", "CAD", "564.65", "USD"
"365", "449", "00098-098-TG-99902", "00200-200-RI-99800", "2/8/09", "563.64", "CAD", "563.64", "USD"
"366", "450", "00098-098-TG-99902", "00200-200-RI-99800", "10/25/09", "1126.87", "CAD", "1126.87", "USD"
"367", "451", "00099-099-UF-99901", "00200-200-RI-99800", "2/7/09", "1127.28", "CAD", "1127.28", "USD"
"368", "452", "00100-100-VE-99900", "00200-200-RI-99800", "2/8/09", "563.64", "CAD", "563.64", "USD"
"369", "453", "00101-101-WD-99899", "00200-200-RI-99800", "2/8/09", "1690.92", "CAD", "1690.92", "USD"
"370", "454", "00102-102-XC-99898", "00200-200-RI-99800", "11/20/09", "564.65", "CAD", "564.65", "USD"
"371", "456", "00102-102-XC-99898", "00200-200-RI-99800", "3/12/10", "564.65", "CAD", "564.65", "USD"
"372", "457", "00103-103-YB-99897", "00200-200-RI-99800", "2/8/09", "1127.28", "CAD", "1127.28", "USD"
"373", "458", "00104-104-ZA-99896", "00200-200-RI-99800", "11/23/09", "564.65", "CAD", "564.65", "USD"
"374", "459", "00105-105-AZ-99895", "00200-200-RI-99800", "2/3/09", "1127.28", "CAD", "1127.28", "USD"
"375", "460", "00105-105-AZ-99895", "00200-200-RI-99800", "10/27/09", "1129.31", "CAD", "1129.31", "USD"
"376", "461", "00106-106-BY-99894", "00200-200-RI-99800", "2/8/09", "1127.28", "CAD", "1127.28", "USD"
"377", "462", "00107-107-CX-99893", "00200-200-RI-99800", "11/22/09", "1693.96", "CAD", "1693.96", "USD"
"378", "463", "00108-108-DW-99892", "00200-200-RI-99800", "2/8/09", "1127.28", "CAD", "1127.28", "USD"
"379", "464", "00109-109-EV-99891", "00200-200-RI-99800", "2/7/09", "563.64", "CAD", "563.64", "USD"
"380", "465", "00110-110-FU-99890", "00200-200-RI-99800", "2/13/09", "1690.92", "CAD", "1690.92", "USD"
"381", "466", "00111-111-GT-99889", "00200-200-RI-99800", "11/7/09", "564.65", "CAD", "564.65", "USD"
"382", "467", "00112-112-HS-99888", "00200-200-RI-99800", "10/23/09", "564.65", "CAD", "564.65", "USD"
"383", "468", "00113-113-IR-99887", "00200-200-RI-99800", "11/7/09", "564.65", "CAD", "564.65", "USD"
"384", "469", "00114-114-JQ-99886", "00200-200-RI-99800", "2/9/09", "1127.28", "CAD", "1127.28", "USD"
"385", "470", "00115-115-KP-99885", "00200-200-RI-99800", "10/24/09", "564.65", "CAD", "564.65", "USD"
"386", "471", "00116-116-LO-99884", "00200-200-RI-99800", "11/7/09", "1129.31", "CAD", "1129.31", "USD"
"387", "472", "00117-117-MN-99883", "00200-200-RI-99800", "11/7/09", "564.65", "CAD", "564.65", "USD"
"388", "473", "00118-118-NM-99882", "00200-200-RI-99800", "2/3/09", "563.64", "CAD", "563.64", "USD"
"389", "474", "00119-119-OL-99881", "00200-200-RI-99800", "10/26/09", "564.65", "CAD", "564.65", "USD"
"390", "475", "00120-120-PK-99880", "00200-200-RI-99800", "11/7/09", "564.65", "CAD", "564.65", "USD"
"391", "476", "00121-121-QJ-99879", "00200-200-RI-99800", "2/8/09", "563.64", "CAD", "563.64", "USD"
"392", "477", "00122-122-RI-99878", "00200-200-RI-99800", "10/25/09", "564.65", "CAD", "564.65", "USD"
"393", "478", "00123-123-SH-99877", "00200-200-RI-99800", "2/6/09", "1127.28", "CAD", "1127.28", "USD"
"394", "479", "00124-124-TG-99876", "00200-200-RI-99800", "2/8/09", "1127.28", "CAD", "1127.28", "USD"
"395", "480", "00125-125-UF-99875", "00200-200-RI-99800", "2/7/09", "1127.28", "CAD", "1127.28", "USD"
"396", "481", "00126-126-VE-99874", "00200-200-RI-99800", "11/6/09", "1693.96", "CAD", "1693.96", "USD"
"397", "482", "00127-127-WD-99873", "00200-200-RI-99800", "11/21/09", "1693.96", "CAD", "1693.96", "USD"
"398", "483", "00128-128-XC-99872", "00200-200-RI-99800", "11/30/09", "48116.43", "CAD", "48116.43", "USD"
"399", "484", "00129-129-YB-99871", "00327-327-OL-99673", "4/27/12", "478.00", "CAD", "478.00", "USD"
"400", "485", "00129-129-YB-99871", "00327-327-OL-99673", "5/27/12", "822.00", "CAD", "822.00", "USD"
"401", "486", "00129-129-YB-99871", "00327-327-OL-99673", "6/29/12", "1000.00", "CAD", "1000.00", "USD"
"402", "487", "00129-129-YB-99871", "00327-327-OL-99673", "7/27/12", "1000.00", "CAD", "1000.00", "USD"
"403", "488", "00129-129-YB-99871", "00327-327-OL-99673", "9/28/12", "1000.00", "CAD", "1000.00", "USD"
"404", "489", "00130-130-ZA-99870", "00531-531-KP-99469", "1/16/12", "6.70", "EUR", "30.30", "USD"
"405", "491", "00131-131-AZ-99869", "00200-200-RI-99800", "7/17/10", "2917.15", "CAD", "2917.15", "USD"
"406", "493", "00132-132-BY-99868", "00200-200-RI-99800", "4/20/10", "1162.20", "CAD", "1162.20", "USD"
"407", "495", "00132-132-BY-99868", "00200-200-RI-99800", "7/19/10", "76.86", "CAD", "76.86", "USD"
"408", "496", "00133-133-CX-99867", "00200-200-RI-99800", "1/16/09", "7.32", "CAD", "7.32", "USD"
"409", "512", "00134-134-DW-99866", "00531-531-KP-99469", "12/4/09", "15500.00", "EUR", "65850.20", "USD"
"410", "513", "00134-134-DW-99866", "00531-531-KP-99469", "12/4/09", "1000.00", "EUR", "4248.40", "USD"
"411", "514", "00134-134-DW-99866", "00531-531-KP-99469", "12/5/09", "22000.00", "EUR", "93464.80", "USD"
"412", "515", "00134-134-DW-99866", "00531-531-KP-99469", "12/18/09", "5500.00", "EUR", "22576.40", "USD"
"413", "516", "00134-134-DW-99866", "00531-531-KP-99469", "12/29/09", "18000.00", "EUR", "74298.60", "USD"
"414", "517", "00134-134-DW-99866", "00531-531-KP-99469", "1/16/10", "10000.00", "EUR", "41719.00", "USD"
"415", "521", "00135-135-EV-99865", "00200-200-RI-99800", "9/18/09", "724086.00", "CAD", "724086.00", "USD"
"416", "522", "00135-135-EV-99865", "00200-200-RI-99800", "1/16/10", "29050.00", "CAD", "29050.00", "USD"
"417", "523", "00136-136-FU-99864", "00200-200-RI-99800", "9/18/09", "41035.00", "CAD", "41035.00", "USD"
"418", "524", "00136-136-FU-99864", "00200-200-RI-99800", "10/12/09", "165140.00", "CAD", "165140.00", "USD"
"419", "525", "00136-136-FU-99864", "00200-200-RI-99800", "12/25/09", "82700.00", "CAD", "82700.00", "USD"
"420", "526", "00136-136-FU-99864", "00200-200-RI-99800", "1/17/10", "249660.00", "CAD", "249660.00", "USD"
"421", "533", "00137-137-GT-99863", "00531-531-KP-99469", "12/8/09", "9000.00", "EUR", "38235.60", "USD"
"422", "534", "00137-137-GT-99863", "00200-200-RI-99800", "12/26/09", "102875.00", "CAD", "102875.00", "USD"
"423", "535", "00138-138-HS-99862", "00200-200-RI-99800", "6/22/09", "2440.00", "CAD", "2440.00", "USD"
"424", "536", "00136-136-FU-99864", "00200-200-RI-99800", "5/16/09", "34775.80", "CAD", "34775.80", "USD"
"425", "537", "00139-139-IR-99861", "00200-200-RI-99800", "8/23/08", "2321.27", "CAD", "2321.27", "USD"
"426", "539", "00139-139-IR-99861", "00200-200-RI-99800", "4/17/10", "585.60", "CAD", "585.60", "USD"
"427", "540", "00140-140-JQ-99860", "00200-200-RI-99800", "10/27/09", "12200.00", "CAD", "12200.00", "USD"
"428", "542", "00140-140-JQ-99860", "00200-200-RI-99800", "4/2/10", "8540.00", "CAD", "8540.00", "USD"
"429", "544", "00140-140-JQ-99860", "00200-200-RI-99800", "4/4/10", "3660.00", "CAD", "3660.00", "USD"
"430", "545", "00140-140-JQ-99860", "00511-511-QJ-99489", "5/23/08", "3070071.83", "CAD", "3070071.83", "USD"
"431", "546", "00141-141-KP-99859", "00200-200-RI-99800", "1/16/09", "861.34", "CAD", "861.34", "USD"
